,user list
1499,76561198261066528
1500,76561198008711968
1501,76561198024440608
1502,76561198005271328
1503,76561198089534240
1504,76561197970692912
1505,76561198029028144
1506,76561198018894640
1507,76561198016723760
1508,76561198004337456
1509,76561198095924048
1510,76561198005689168
1511,76561198040234832
1512,76561198168447824
1513,76561198202174304
1514,76561198056807264
1515,76561198402214752
1516,76561197968907104
1517,76561198184897392
1518,76561197989051248
1519,76561198003174256
1520,76561197994056560
1521,76561198095022960
1522,76561197981588352
1523,76561199034186624
1524,76561198990949248
1525,76561197971544960
1526,76561198025825152
1527,76561198022966160
1528,76561198081940368
1529,76561198046591888
1530,76561197991279504
1531,76561198392171424
1532,76561198215461792
1533,76561198014471072
1534,76561197996972960
1535,76561198014913456
1536,76561198408768448
1537,76561198164016064
1538,76561198025087936
1539,76561198086839232
1540,76561198046125008
1541,76561198367923152
1542,76561198079187936
1543,76561198042225632
1544,76561197970889696
1545,76561198170405856
1546,76561198012693504
1547,76561198071421952
1548,76561198026218496
1549,76561197995105280
1550,76561198193695760
1551,76561198004526096
1552,76561198044797968
1553,76561198014069776
1554,76561198210022416
1555,76561198963416096
1556,76561197971905568
1557,76561198880283680
1558,76561198070078496
1559,76561198009785376
1560,76561198049893424
1561,76561197963852848
1562,76561198280547376
1563,76561199037054000
1564,76561199041870896
1565,76561198006541360
1566,76561197975927856
1567,76561198054644784
1568,76561198183701552
1569,76561198132960304
1570,76561198059740224
1571,76561198064106560
1572,76561198013201472
1573,76561198037900368
1574,76561199074876496
1575,76561198013848656
1576,76561198218116192
1577,76561198069513312
1578,76561198038170720
1579,76561198007098480
1580,76561198048623728
1581,76561198027390080
1582,76561198268193920
1583,76561197999864960
1584,76561198218009728
1585,76561198040464512
1586,76561198065441936
1587,76561197963664528
1588,76561198098570384
1589,76561198041832608
1590,76561198272314528
1591,76561197972610208
1592,76561198360870048
1593,76561199018900640
1594,76561198027046048
1595,76561199111617696
1596,76561198283103408
1597,76561198002338992
1598,76561198064360624
1599,76561198051818672
1600,76561198165941440
1601,76561198212668608
1602,76561197971111104
1603,76561198400978112
1604,76561197969702080
1605,76561197995687120
1606,76561197971692752
1607,76561197993589984
1608,76561197988281568
1609,76561198064524512
1610,76561199153396976
1611,76561198069742832
1612,76561198006525168
1613,76561198052646128
1614,76561198073404672
1615,76561198247968000
1616,76561198159232256
1617,76561198878776576
1618,76561198012611840
1619,76561198020361472
1620,76561198100348160
1621,76561197998038272
1622,76561198167940368
1623,76561198119763216
1624,76561199042657552
1625,76561198063271200
1626,76561198031404320
1627,76561197999045920
1628,76561198031994160
1629,76561198023023920
1630,76561198113840432
1631,76561198012374320
1632,76561198028184896
1633,76561199263636800
1634,76561198120443200
1635,76561198099168576
1636,76561198016707904
1637,76561198047526208
1638,76561197970701648
1639,76561198039326032
1640,76561197968956752
1641,76561198331092320
1642,76561198032649568
1643,76561198012915040
1644,76561198297759072
1645,76561198257134960
1646,76561198041849200
1647,76561197981539696
1648,76561198306942320
1649,76561198028053872
1650,76561198023105904
1651,76561198234516864
1652,76561197990395264
1653,76561197973028240
1654,76561198501100944
1655,76561198101732752
1656,76561197998177680
1657,76561198012784016
1658,76561198079335824
1659,76561198188813728
1660,76561198023073184
1661,76561197985471904
1662,76561198005919136
1663,76561197963263392
1664,76561198053531040
1665,76561197995425184
1666,76561198064852400
1667,76561199084469680
1668,76561199054347712
1669,76561198035951040
1670,76561198076378576
1671,76561198881816016
1672,76561198253678032
1673,76561198839406032
1674,76561198854421968
1675,76561198253448672
1676,76561198000807392
1677,76561198091558368
1678,76561198094261728
1679,76561197991206368
1680,76561198007033312
1681,76561198040399344
1682,76561198077083120
1683,76561198053875184
1684,76561198063369712
1685,76561198408785392
1686,76561198076378624
1687,76561199247515136
1688,76561199127387648
1689,76561198165474832
1690,76561198072094224
1691,76561198086061584
1692,76561198021656096
1693,76561198948245024
1694,76561199202164256
1695,76561198212390432
1696,76561198024760864
1697,76561198101233184
1698,76561198070709808
1699,76561198042521136
1700,76561198030782016
1701,76561197990354496
1702,76561198176222784
1703,76561198025031232
1704,76561198001454656
1705,76561197972020800
1706,76561198165212752
1707,76561198025195088
1708,76561198876229216
1709,76561198354243168
1710,76561198116879968
1711,76561198035607136
1712,76561198374977120
1713,76561198126399088
1714,76561198093213296
1715,76561198006509184
1716,76561198050049664
1717,76561198216617600
1718,76561198146805392
1719,76561198215995024
1720,76561197988626064
1721,76561197984775824
1722,76561197993500304
1723,76561198062296736
1724,76561197988445856
1725,76561199041486496
1726,76561197988560544
1727,76561198044200608
1728,76561198992563888
1729,76561197970538160
1730,76561198001454784
1731,76561198097473216
1732,76561198136975056
1733,76561198055300816
1734,76561198034042608
1735,76561198060445424
1736,76561198964399872
1737,76561198081490688
1738,76561198012833536
1739,76561199016582912
1740,76561198060199696
1741,76561197971341072
1742,76561198025973520
1743,76561198839504672
1744,76561198041571104
1745,76561198054186784
1746,76561199163432752
1747,76561198079614768
1748,76561197995982640
1749,76561198167088944
1750,76561198048370496
1751,76561198112866112
1752,76561198064443200
1753,76561197975895888
1754,76561198066392912
1755,76561198045380432
1756,76561198128013136
1757,76561198156128080
1758,76561198035353424
1759,76561198006476640
1760,76561198035599200
1761,76561198031486816
1762,76561197983301472
1763,76561199279783776
1764,76561199093890912
1765,76561198043447152
1766,76561198016782192
1767,76561198297366400
1768,76561198064983936
1769,76561198098612096
1770,76561198162378640
1771,76561198028382096
1772,76561198012735376
1773,76561198063878032
1774,76561198507786144
1775,76561198011965360
1776,76561199468404672
1777,76561198393139136
1778,76561198067654592
1779,76561198025899968
1780,76561198096318400
1781,76561198157201360
1782,76561198133845984
1783,76561199089057760
1784,76561197994590176
1785,76561198257119200
1786,76561198008893424
1787,76561197970653168
1788,76561198112669680
